a	a
a	aː
abadissa	abadɪssa
abaki	aːbakɪ
abaki	abaːkɪ
abaku	aːbaku
abaku	abaːku
abatija	abatiːja
abaxx	abaʃ
abbaku	abbaːku
abbaku	abbaku
abbanduna	abbanduːna
abbandun	abbanduːn
abbandunajna	abbandunajna
abbandunajt	abbandunajt
abbandunajtu	abbandunajtu
abbandunat	abbandunaːt
abbandunaw	abbandunaw
abbassu	abbassu
abbati	abbaːtɪ
abbatija	abbatiːja
abbatin	abbatiːn
abbatissa	abbatɪssa
abbattut	abbattuːt
abbazija	abbatsiːja
abbella	abbɛlla
abbellejna	abbɛllɛjna
abbellejt	abbɛllɛjt
abbellejtu	abbɛllɛjtu
abbellew	abbɛllɛw
abbelli	abbɛllɪ
abbelliet	abbɛllɪːt
abbelliment	abbɛllɪmɛnt
abbellixxa	abbɛllɪʃʃa
abbellixxejna	abbɛllɪʃʃɛjna
abbellixxejt	abbɛllɪʃʃɛjt
abbellixxejtu	abbɛllɪʃʃɛjtu
abbellixxew	abbɛllɪʃʃɛw
abbellixxi	abbɛllɪʃʃɪ
abbellixxiet	abbɛllɪʃʃɪːt
abbellixxu	abbɛllɪʃʃu
abbellu	abbɛllu
abbiltà	abbɪltaː
abbina	abbiːna
abbinar	abbɪnaːr
abbissa	abbɪssa
abbiss	abbɪs
abbli	abblɪ
abbona	abbɔːna
abbon	abbɔːn
abbonajna	abbɔnajna
abbonajt	abbɔnajt
abbonajtu	abbɔnajtu
abbonament	abbɔnamɛnt
abbonat	abbɔnaːt
abbonaw	abbɔnaw
abborra	abbɔrra
abborrejna	abbɔrrɛjna
abborrejt	abbɔrrɛjt
abborrejtu	abbɔrrɛjtu
abborrew	abbɔrrɛw
abborri	abbɔrrɪ
abborriet	abbɔrrɪːt
abborriment	abbɔrrɪmɛnt
abborrixxa	abbɔrrɪʃʃa
abborrixxejna	abbɔrrɪʃʃɛjna
abborrixxejt	abbɔrrɪʃʃɛjt
abborrixxejtu	abbɔrrɪʃʃɛjtu
abborrixxew	abbɔrrɪʃʃɛw
abborrixxi	abbɔrrɪʃʃɪ
abborrixxiet	abbɔrrɪʃʃɪːt
abborrixxu	abbɔrrɪʃʃu
abborru	abbɔrru
abbozza	abbɔttsa
abbozz	abbɔts
abbozzajna	abbɔttsajna
abbozzajt	abbɔttsajt
abbozzajtu	abbɔttsajtu
abbozzar	abbɔttsaːr
abbozzat	abbɔttsaːt
abbozzaw	abbɔttsaw
abbrevja	abbrɛːvja
abbrevjar	abbrɛvjaːr
abbrevjazzjoni	abbrɛvjattsjɔːnɪ
abbuża	abbuːza
abbuż	abbuːs
abbużiv	abbuziːf
abbużivament	abbuzɪvamɛnt
abbuzzar	abbuttsaːr
abdika	abdɪka
abdikazzjoni	abdɪkattsjɔːnɪ
abdilla	abdɪlla
abela	abɛːla
abilità	abɪlɪtaː
abita	aːbɪta
abitabbli	abɪtabblɪ
abitanta	abɪtanta
abitant	abɪtant
abitat	abɪtaːt
abitazzjoni	abɪtattsjɔːnɪ
abjad	abjat
abjura	abjuːra
abolixxa	abɔlɪʃʃa
abolizzjoni	abɔlɪttsjɔːnɪ
abolizzjoniżmu	abɔlɪttsjɔniːzmu
aborta	abɔrta
abraham	abraːm
abroga	aːbrɔga
abt	apt
abtejn	aptɛjn
abti	aptɪ
abtijiet	aptɪjɪːt
aċċelera	attʃɛːlɛra
aċċeleratur	attʃɛlɛratuːr
aċċelerazzjoni	attʃɛlɛrattsjɔːnɪ
aċċenna	attʃɛnna
aċċenn	attʃɛnn
aċċentwa	attʃɛntwa
aċċessa	attʃɛssa
aċċetta	attʃɛtta
aċidità	atʃɪdɪtaː
aċidu	aːtʃɪdu
aċidulat	atʃɪdulaːt
aċiduż	atʃɪduːs
adam	adaːm
adatta	adatta
adatt	adat
addebita	addɛːbɪta
addijo	addiːjɔ
addiju	addiːju
addoċċ	addɔtʃ
aderixxa	adɛrɪʃʃa
adorabbli	adɔrabblɪ
adorazzjoni	adɔrattsjɔːnɪ
adorazzjonijiet	adɔrattsjɔnɪjɪːt
adotta	adɔtta
adottat	adɔttaːt
adozzjoni	adɔttsjɔːnɪ
adula	aːdula
adultera	adultɛra
adura	aduːra
adurabbli	adurabblɪ
aduratur	aduratuːr
adurazzjoni	adurattsjɔːnɪ
af	aːf
affaxxina	affaʃʃɪna
affaxxinajna	affaʃʃɪnajna
affaxxinajt	affaʃʃɪnajt
affaxxinajtu	affaʃʃɪnajtu
affaxxinanti	affaʃʃɪnantɪ
affaxxinar	affaʃʃɪnaːr
affaxxinat	affaʃʃɪnaːt
affaxxinaw	affaʃʃɪnaw
afferma	affɛrma
affettwa	affɛttwa
affezzjona	affɛttsjɔːna
affezzjoni	affɛttsjɔːnɪ
affezzjonijiet	affɛttsjɔnɪjɪːt
affilja	affiːlja
affiljazzjoni	affɪljattsjɔːnɪ
affordja	affɔrdja
affronta	affrɔnta
afgan	afgaːn
afganistan	afganɪstaːn
afnju	afnju
afrika	aːfrɪka
aġar	adʒaːr
aġar	adʒar
aġevola	adʒɛːvɔla
aġevolment	adʒɛvɔlmɛnt
aġġastja	addʒastja
aġġettiv	addʒɛttiːf
aġġorna	addʒɔrna
aġġorn	addʒɔrn
aġġornament	addʒɔrnamɛnt
aggrava	aggraːva
aggravant	aggravant
aggravanti	aggravantɪ
aggravju	aggraːvju
aggreda	aggrɛːda
aggredixxa	aggrɛdɪʃʃa
aggressiva	aggrɛssiːva
aggressiv	aggrɛssiːf
aggressivament	aggrɛssɪvamɛnt
aggressivi	aggrɛssiːvɪ
aggressività	aggrɛssɪvɪtaː
aggressjoni	aggrɛssjɔːnɪ
aggressur	aggrɛssuːr
aġġusta	addʒusta
aġġustament	addʒustamɛnt
agħar	aːr
agħar	aˤːr
agħażż	aːs
agħażż	aˤːs
agħfas	aːfas
agħfas	aˤːfas
agħfsu	aːfsu
agħfsu	aˤːfsu
agħlaq	aːlaʔ
agħlaq	aɣlaʔ
agħlaq	aˤːlaʔ
agħlef	aːlɛf
agħlef	aˤːlɛf
agħlfu	aːlfu
agħlfu	aˤːlfu
agħlqu	aːlʔu
agħlqu	aɣalʔu
agħlqu	aˤːlʔu
agħma	aːma
agħma	aˤːma
agħmel	aːmɛl
agħmel	aˤːmɛl
agħmi	aːmɪ
agħmi	aˤːmɪ
agħmlu	aːmlu
agħmlu	aˤːmlu
agħnaq	aːnaʔ
agħnaq	aˤːnaʔ
agħni	aːnɪ
agħni	aɣnɪ
agħni	aˤːnɪ
agħqad	aːʔat
agħqad	aˤːʔat
agħqar	aːʔar
agħqar	aˤːʔar
agħqdu	aːʔdu
agħqdu	aˤːʔdu
agħti	aːtɪ
agħti	aˤːtɪ
agħtu	aːtu
agħtu	aˤːtu
aġir	adʒiːr
agius	adʒuːs
agius	aˤːdʒuːs
aġixxa	adʒɪʃʃa
agonizza	agɔnɪddza
agonizzajna	agɔnɪddzajna
agonizzajt	agɔnɪddzajt
agonizzajtu	agɔnɪddzajtu
agonizzat	agɔnɪddzaːt
agonizzaw	agɔnɪddzaw
agrett	agrɛt
agrikoltura	agrɪkɔltuːra
aħarqu	aħarʔu
aħbar	aħbaːr
aħbarijiet	aħbarɪjɪːt
aħbat	aħbat
aħbtu	aħptu
aħdar	aħdar
aħfer	aħfɛr
aħfru	aħfru
aħħ	aħ
aħħar	aħħar
aħħari	aħħaːrɪ
aħjar	aħjaːr
aħmar	aħmar
aħna	aħna
